user_id,gender,age_group,interest_categories,persona
2089,男,18岁以下,游戏|搞笑,宅文化型
2090,女,18岁以下,游戏|搞笑,宅文化型
2091,女,18岁以下,科技|学习|宠物,进步青年型
2092,男,25-30岁,动漫|宠物,动漫二次元型
2093,男,40岁以上,运动|音乐|美食,运动乐活型
2094,男,18-24岁,音乐|美食,运动乐活型
2095,女,18岁以下,动漫|宠物,动漫二次元型
2096,女,40岁以上,运动|音乐,运动乐活型
2097,女,31-40岁,美食|生活|运动|科技,生活家型
2098,女,40岁以上,游戏|动漫,宅文化型
2099,女,18-24岁,生活|美食|运动,生活家型
2100,女,31-40岁,宠物|动漫|学习,动漫二次元型
2101,女,40岁以上,搞笑|音乐|动漫,宅文化型
2102,男,40岁以上,生活|运动|科技|美食,生活家型
2103,男,31-40岁,学习|科技|宠物|搞笑,进步青年型
2104,女,40岁以上,音乐|运动|游戏,运动乐活型
2105,男,31-40岁,游戏|搞笑|动漫,宅文化型
2106,男,18-24岁,运动|美食|游戏|音乐,运动乐活型
2107,男,18-24岁,宠物|动漫,动漫二次元型
2108,女,18岁以下,搞笑|动漫,宅文化型
2109,女,25-30岁,宠物|生活|学习,动漫二次元型
2110,男,18-24岁,运动|音乐|游戏|美食,运动乐活型
2111,男,18-24岁,游戏|音乐,宅文化型
2112,男,40岁以上,动漫|生活|宠物|学习,动漫二次元型
2113,男,25-30岁,生活|美食,生活家型
2114,男,18岁以下,动漫|宠物,动漫二次元型
2115,男,31-40岁,科技|学习,进步青年型
2116,女,25-30岁,音乐|运动|美食|游戏,运动乐活型
2117,男,18-24岁,生活|美食|运动|科技,生活家型
2118,男,18岁以下,宠物|动漫|学习|生活,动漫二次元型
2119,女,31-40岁,宠物|动漫,动漫二次元型
2120,女,31-40岁,动漫|学习|宠物,动漫二次元型
2121,男,31-40岁,音乐|美食|运动,运动乐活型
2122,女,18-24岁,搞笑|音乐,宅文化型
2123,女,18-24岁,动漫|宠物,动漫二次元型
2124,女,18-24岁,科技|学习|搞笑,进步青年型
2125,女,18-24岁,生活|美食|运动|科技,生活家型
2126,女,18岁以下,动漫|宠物|生活|学习,动漫二次元型
2127,女,25-30岁,动漫|宠物|生活,动漫二次元型
2128,男,40岁以上,科技|学习|搞笑|宠物,进步青年型
2129,男,18-24岁,运动|音乐,运动乐活型
2130,女,40岁以上,游戏|动漫,宅文化型
2131,女,31-40岁,音乐|运动,运动乐活型
2132,男,31-40岁,运动|美食,运动乐活型
2133,女,18岁以下,音乐|运动,运动乐活型
2134,女,25-30岁,生活|美食,生活家型
2135,女,31-40岁,学习|科技,进步青年型
2136,女,40岁以上,美食|生活|运动|科技,生活家型
2137,男,31-40岁,游戏|音乐|搞笑|动漫,宅文化型
2138,男,40岁以上,学习|搞笑|科技,进步青年型
2139,女,31-40岁,学习|科技|宠物,进步青年型
2140,女,31-40岁,搞笑|音乐,宅文化型
2141,女,31-40岁,学习|科技|搞笑,进步青年型
2142,男,25-30岁,学习|科技|搞笑,进步青年型
2143,女,18-24岁,宠物|动漫|学习,动漫二次元型
2144,男,18-24岁,动漫|生活,动漫二次元型
2145,男,40岁以上,游戏|搞笑|动漫|音乐,宅文化型
2146,男,40岁以上,搞笑|游戏,宅文化型
2147,男,25-30岁,生活|美食|运动|科技,生活家型
2148,女,31-40岁,游戏|搞笑|动漫,宅文化型
2149,男,31-40岁,游戏|搞笑|音乐,宅文化型
2150,女,31-40岁,学习|科技,进步青年型
2151,女,25-30岁,音乐|运动|游戏|美食,运动乐活型
2152,男,40岁以上,游戏|搞笑|音乐,宅文化型
2153,女,18-24岁,运动|音乐,运动乐活型
2154,男,25-30岁,宠物|动漫,动漫二次元型
2155,女,40岁以上,科技|学习|搞笑,进步青年型
2156,女,31-40岁,宠物|学习|动漫,动漫二次元型
2157,女,40岁以上,动漫|宠物|学习|生活,动漫二次元型
2158,女,40岁以上,搞笑|游戏|音乐,宅文化型
2159,女,25-30岁,学习|科技,进步青年型
2160,男,31-40岁,科技|学习|搞笑,进步青年型
2161,男,18岁以下,音乐|美食,运动乐活型
2162,女,18岁以下,生活|美食,生活家型
2163,男,40岁以上,美食|生活|科技,生活家型
2164,女,25-30岁,科技|学习,进步青年型
2165,男,25-30岁,宠物|动漫|生活,动漫二次元型
2166,女,31-40岁,学习|搞笑|宠物,进步青年型
2167,男,18岁以下,科技|学习,进步青年型
2168,男,18岁以下,宠物|动漫|学习,动漫二次元型
2169,男,31-40岁,宠物|生活,动漫二次元型
2170,女,18-24岁,美食|科技,生活家型
2171,男,40岁以上,生活|科技,生活家型
2172,女,40岁以上,学习|宠物,进步青年型
2173,女,31-40岁,搞笑|游戏|音乐|动漫,宅文化型
2174,男,25-30岁,动漫|宠物|生活,动漫二次元型
2175,女,18-24岁,音乐|运动|美食,运动乐活型
2176,男,18-24岁,动漫|宠物,动漫二次元型
2177,男,18岁以下,音乐|运动|游戏|美食,运动乐活型
2178,女,18-24岁,音乐|游戏,运动乐活型
2179,男,40岁以上,运动|音乐,运动乐活型
2180,男,25-30岁,美食|生活|运动,生活家型
2181,女,18-24岁,搞笑|音乐|游戏|动漫,宅文化型
2182,女,31-40岁,搞笑|游戏,宅文化型
2183,女,18-24岁,音乐|运动,运动乐活型
2184,女,18岁以下,学习|宠物,进步青年型
2185,女,31-40岁,搞笑|游戏|动漫,宅文化型
2186,女,31-40岁,宠物|学习,动漫二次元型
2187,女,31-40岁,搞笑|动漫|游戏|音乐,宅文化型
2188,女,40岁以上,游戏|音乐|动漫|搞笑,宅文化型
2189,男,31-40岁,美食|生活|运动,生活家型
2190,男,25-30岁,生活|美食|运动,生活家型
2191,女,18-24岁,科技|学习|宠物,进步青年型
2192,女,40岁以上,学习|科技,进步青年型
2193,女,31-40岁,科技|学习|搞笑,进步青年型
2194,男,31-40岁,音乐|运动|游戏,运动乐活型
2195,男,18岁以下,动漫|宠物,动漫二次元型
2196,女,40岁以上,运动|游戏,运动乐活型
2197,男,31-40岁,生活|运动|美食|科技,生活家型
2198,男,18岁以下,运动|音乐|游戏|美食,运动乐活型
2199,女,18岁以下,游戏|动漫|搞笑,宅文化型
2200,女,25-30岁,音乐|运动|美食,运动乐活型
2201,女,40岁以上,动漫|学习|宠物|生活,动漫二次元型
2202,女,18-24岁,游戏|动漫|音乐|搞笑,宅文化型
2203,男,18-24岁,学习|宠物,进步青年型
2204,男,18岁以下,动漫|宠物|生活,动漫二次元型
2205,男,31-40岁,音乐|运动|美食,运动乐活型
2206,男,25-30岁,游戏|搞笑,宅文化型
2207,男,18-24岁,音乐|运动,运动乐活型
2208,女,31-40岁,宠物|动漫|生活|学习,动漫二次元型
2209,女,40岁以上,动漫|宠物|学习,动漫二次元型
2210,男,31-40岁,动漫|生活|宠物|学习,动漫二次元型
2211,男,18岁以下,科技|学习|宠物|搞笑,进步青年型
2212,女,18岁以下,宠物|动漫|生活,动漫二次元型
2213,男,31-40岁,音乐|运动|游戏|美食,运动乐活型
2214,男,18-24岁,生活|运动,生活家型
2215,女,25-30岁,科技|学习|宠物|搞笑,进步青年型
2216,女,31-40岁,美食|科技|运动|生活,生活家型
2217,男,31-40岁,宠物|生活|学习|动漫,动漫二次元型
2218,男,18-24岁,搞笑|动漫|音乐,宅文化型
2219,男,18-24岁,音乐|运动,运动乐活型
2220,女,40岁以上,搞笑|游戏,宅文化型
2221,女,18岁以下,美食|运动,生活家型
2222,男,40岁以上,动漫|宠物|生活|学习,动漫二次元型
2223,女,40岁以上,动漫|学习|宠物,动漫二次元型
2224,男,18-24岁,运动|音乐,运动乐活型
2225,男,18岁以下,游戏|搞笑,宅文化型
2226,男,40岁以上,动漫|宠物|生活,动漫二次元型
2227,女,18-24岁,美食|生活|科技,生活家型
2228,女,18岁以下,搞笑|动漫|游戏,宅文化型
2229,男,18岁以下,音乐|运动|美食,运动乐活型
2230,女,40岁以上,学习|宠物,进步青年型
2231,女,40岁以上,游戏|音乐|搞笑,宅文化型
2232,女,25-30岁,运动|美食|音乐,运动乐活型
2233,女,18岁以下,宠物|学习,动漫二次元型
2234,男,18岁以下,游戏|搞笑,宅文化型
2235,女,25-30岁,动漫|宠物|学习,动漫二次元型
2236,女,18岁以下,游戏|搞笑|音乐,宅文化型
2237,男,31-40岁,生活|运动|美食|科技,生活家型
2238,女,40岁以上,音乐|运动|游戏|美食,运动乐活型
2239,男,25-30岁,音乐|运动|美食|游戏,运动乐活型
2240,男,25-30岁,搞笑|游戏,宅文化型
2241,女,31-40岁,运动|游戏|音乐|美食,运动乐活型
2242,女,18岁以下,学习|科技|宠物|搞笑,进步青年型
2243,女,25-30岁,科技|学习|搞笑,进步青年型
2244,女,31-40岁,游戏|音乐|动漫|搞笑,宅文化型
2245,男,40岁以上,搞笑|游戏|动漫,宅文化型
2246,女,31-40岁,宠物|动漫,动漫二次元型
2247,女,25-30岁,音乐|美食|运动,运动乐活型
2248,女,25-30岁,音乐|游戏,运动乐活型
2249,男,31-40岁,学习|科技|宠物,进步青年型
2250,男,31-40岁,搞笑|游戏|动漫|音乐,宅文化型
2251,女,25-30岁,宠物|学习|生活,动漫二次元型
2252,女,18岁以下,学习|宠物|科技,进步青年型
2253,男,25-30岁,运动|美食|音乐|游戏,运动乐活型
2254,男,25-30岁,美食|生活|科技|运动,生活家型
2255,女,18岁以下,宠物|动漫|学习|生活,动漫二次元型
2256,男,40岁以上,音乐|游戏|运动|美食,运动乐活型
2257,男,40岁以上,学习|科技|宠物|搞笑,进步青年型
2258,女,25-30岁,搞笑|动漫|音乐,宅文化型
2259,女,31-40岁,游戏|搞笑|动漫,宅文化型
2260,男,25-30岁,科技|学习,进步青年型
2261,男,18-24岁,科技|宠物,进步青年型
2262,女,31-40岁,游戏|动漫,宅文化型
2263,男,31-40岁,学习|宠物,进步青年型
2264,男,18岁以下,科技|学习|宠物|搞笑,进步青年型
2265,女,18岁以下,游戏|搞笑|音乐,宅文化型
2266,男,31-40岁,宠物|生活,动漫二次元型
2267,男,18-24岁,音乐|运动|游戏,运动乐活型
2268,男,40岁以上,科技|学习|宠物|搞笑,进步青年型
2269,女,18岁以下,游戏|音乐,宅文化型
2270,男,40岁以上,动漫|学习,动漫二次元型
2271,女,18岁以下,生活|美食,生活家型
2272,男,18岁以下,运动|音乐,运动乐活型
2273,男,18-24岁,美食|生活|科技|运动,生活家型
2274,男,18-24岁,科技|学习|搞笑,进步青年型
2275,男,18-24岁,科技|学习|宠物|搞笑,进步青年型
2276,男,31-40岁,生活|美食|运动|科技,生活家型
2277,女,40岁以上,音乐|运动,运动乐活型
2278,女,18-24岁,学习|科技|宠物|搞笑,进步青年型
2279,男,40岁以上,运动|音乐,运动乐活型
2280,男,40岁以上,学习|科技|宠物|搞笑,进步青年型
2281,男,40岁以上,运动|音乐|游戏,运动乐活型
2282,女,18岁以下,音乐|运动,运动乐活型
2283,女,25-30岁,运动|美食,运动乐活型
2284,女,25-30岁,科技|学习,进步青年型
2285,女,40岁以上,美食|科技,生活家型
2286,男,18-24岁,游戏|动漫,宅文化型
2287,男,31-40岁,科技|学习,进步青年型
2288,男,31-40岁,运动|音乐|美食,运动乐活型
2289,女,25-30岁,音乐|运动,运动乐活型
2290,女,31-40岁,音乐|运动|游戏,运动乐活型
2291,女,40岁以上,科技|学习|宠物,进步青年型
2292,女,31-40岁,运动|音乐|美食|游戏,运动乐活型
2293,女,31-40岁,动漫|宠物|生活|学习,动漫二次元型
2294,女,18-24岁,科技|学习|宠物|搞笑,进步青年型
2295,女,18岁以下,运动|音乐,运动乐活型
2296,男,31-40岁,美食|科技|运动|生活,生活家型
2297,女,25-30岁,生活|运动|科技|美食,生活家型
2298,女,25-30岁,学习|科技|搞笑|宠物,进步青年型
2299,女,25-30岁,动漫|宠物|生活|学习,动漫二次元型
2300,男,40岁以上,宠物|动漫,动漫二次元型
2301,男,25-30岁,宠物|动漫,动漫二次元型
2302,男,25-30岁,学习|搞笑|宠物,进步青年型
2303,男,31-40岁,科技|学习|宠物,进步青年型
2304,女,31-40岁,音乐|美食|游戏,运动乐活型
2305,男,18岁以下,科技|学习,进步青年型
2306,女,40岁以上,动漫|宠物|生活,动漫二次元型
2307,男,25-30岁,科技|学习|宠物,进步青年型
2308,女,18岁以下,搞笑|动漫|游戏,宅文化型
2309,男,18-24岁,宠物|动漫,动漫二次元型
2310,女,25-30岁,生活|科技,生活家型
2311,女,18岁以下,游戏|动漫|音乐,宅文化型
2312,女,18-24岁,美食|生活|科技|运动,生活家型
2313,女,31-40岁,动漫|学习|宠物,动漫二次元型
2314,女,40岁以上,美食|生活|科技,生活家型
2315,女,18岁以下,美食|生活|科技|运动,生活家型
2316,女,40岁以上,游戏|动漫|搞笑,宅文化型
2317,男,18-24岁,宠物|学习|动漫|生活,动漫二次元型
2318,男,18-24岁,美食|生活,生活家型
2319,女,18-24岁,生活|科技,生活家型
2320,女,31-40岁,游戏|搞笑|音乐,宅文化型
2321,男,40岁以上,美食|生活,生活家型
2322,男,18岁以下,运动|音乐|美食,运动乐活型
2323,女,31-40岁,运动|音乐,运动乐活型
2324,男,18-24岁,动漫|宠物,动漫二次元型
2325,女,18岁以下,游戏|音乐,宅文化型
2326,男,25-30岁,运动|音乐|游戏,运动乐活型
2327,女,25-30岁,运动|音乐|美食,运动乐活型
2328,女,18-24岁,搞笑|游戏|音乐|动漫,宅文化型
2329,男,31-40岁,动漫|学习|生活|宠物,动漫二次元型
2330,男,31-40岁,美食|生活|科技,生活家型
2331,男,31-40岁,学习|科技|宠物,进步青年型
2332,女,18岁以下,游戏|搞笑,宅文化型
2333,女,18-24岁,运动|美食|音乐,运动乐活型
2334,男,18岁以下,音乐|游戏|运动,运动乐活型
2335,男,31-40岁,搞笑|游戏|动漫,宅文化型
2336,男,18-24岁,搞笑|游戏,宅文化型
2337,女,18岁以下,游戏|搞笑,宅文化型
2338,男,18-24岁,宠物|学习|动漫|生活,动漫二次元型
2339,男,31-40岁,学习|科技|宠物,进步青年型
2340,男,40岁以上,学习|科技,进步青年型
2341,女,31-40岁,宠物|动漫|学习|生活,动漫二次元型
2342,女,18岁以下,学习|搞笑|科技|宠物,进步青年型
2343,男,25-30岁,生活|科技,生活家型
2344,男,18-24岁,科技|学习|宠物,进步青年型
2345,女,31-40岁,运动|音乐,运动乐活型
2346,女,40岁以上,搞笑|音乐,宅文化型
2347,男,18-24岁,音乐|游戏|运动,运动乐活型
2348,女,18岁以下,动漫|宠物|学习,动漫二次元型
2349,女,31-40岁,运动|音乐|游戏|美食,运动乐活型
2350,男,25-30岁,运动|美食|音乐,运动乐活型
2351,男,40岁以上,学习|搞笑|科技|宠物,进步青年型
2352,女,18岁以下,科技|宠物|学习|搞笑,进步青年型
2353,女,18岁以下,宠物|动漫|生活|学习,动漫二次元型
2354,女,18岁以下,搞笑|游戏|动漫,宅文化型
2355,男,31-40岁,游戏|搞笑|音乐|动漫,宅文化型
2356,女,40岁以上,生活|科技|运动,生活家型
2357,男,18-24岁,美食|科技|生活,生活家型
2358,女,18-24岁,音乐|运动|美食,运动乐活型
2359,男,18-24岁,游戏|搞笑,宅文化型
2360,男,18岁以下,游戏|搞笑,宅文化型
2361,男,18-24岁,学习|科技|宠物,进步青年型
2362,男,25-30岁,运动|音乐|美食|游戏,运动乐活型
2363,女,18-24岁,搞笑|游戏|音乐|动漫,宅文化型
2364,男,18-24岁,学习|科技,进步青年型
2365,女,18-24岁,宠物|动漫|学习,动漫二次元型
2366,女,31-40岁,游戏|搞笑|动漫|音乐,宅文化型
2367,男,18岁以下,搞笑|游戏|音乐|动漫,宅文化型
2368,男,25-30岁,科技|宠物|学习|搞笑,进步青年型
2369,男,40岁以上,搞笑|游戏|音乐|动漫,宅文化型
2370,男,40岁以上,学习|科技,进步青年型
2371,男,18岁以下,宠物|动漫|学习,动漫二次元型
2372,男,25-30岁,搞笑|游戏|音乐,宅文化型
2373,男,31-40岁,运动|美食|音乐|游戏,运动乐活型
2374,女,40岁以上,搞笑|音乐|游戏,宅文化型
2375,女,25-30岁,学习|搞笑|科技,进步青年型
2376,男,40岁以上,宠物|动漫,动漫二次元型
2377,男,18岁以下,运动|音乐|游戏,运动乐活型
2378,女,18岁以下,生活|美食|运动,生活家型
2379,男,18岁以下,美食|生活,生活家型
2380,女,40岁以上,宠物|生活,动漫二次元型
2381,女,31-40岁,科技|学习,进步青年型
2382,男,18岁以下,生活|美食,生活家型
2383,男,31-40岁,游戏|搞笑,宅文化型
2384,女,31-40岁,游戏|搞笑,宅文化型
2385,女,18-24岁,搞笑|游戏,宅文化型
2386,女,25-30岁,动漫|学习,动漫二次元型
2387,女,18岁以下,音乐|游戏|美食|运动,运动乐活型
2388,女,18岁以下,音乐|运动|美食|游戏,运动乐活型
2389,男,25-30岁,科技|搞笑|学习,进步青年型
2390,男,18-24岁,生活|科技|运动|美食,生活家型
2391,男,25-30岁,学习|搞笑|宠物,进步青年型
2392,女,25-30岁,学习|宠物|科技,进步青年型
2393,男,18岁以下,动漫|生活,动漫二次元型
2394,男,18-24岁,宠物|动漫,动漫二次元型
2395,男,18岁以下,学习|科技,进步青年型
2396,男,18岁以下,音乐|游戏|运动,运动乐活型
2397,男,40岁以上,搞笑|游戏,宅文化型
2398,男,18岁以下,游戏|搞笑|音乐,宅文化型
2399,女,18岁以下,生活|美食,生活家型
2400,男,40岁以上,动漫|宠物|生活|学习,动漫二次元型
2401,女,31-40岁,音乐|运动|游戏|美食,运动乐活型
2402,男,25-30岁,美食|运动|生活|科技,生活家型
2403,女,18-24岁,运动|音乐|美食,运动乐活型
2404,女,40岁以上,搞笑|游戏|音乐|动漫,宅文化型
2405,女,31-40岁,宠物|动漫|生活|学习,动漫二次元型
2406,女,25-30岁,美食|运动,生活家型
2407,男,31-40岁,生活|美食|科技,生活家型
2408,女,25-30岁,美食|生活,生活家型
2409,女,25-30岁,搞笑|游戏|音乐|动漫,宅文化型
2410,女,25-30岁,学习|科技|宠物,进步青年型
2411,男,40岁以上,生活|美食|科技,生活家型
2412,男,25-30岁,运动|音乐|游戏|美食,运动乐活型
2413,男,18-24岁,生活|美食|科技|运动,生活家型
2414,女,40岁以上,运动|音乐|游戏|美食,运动乐活型
2415,男,40岁以上,运动|音乐,运动乐活型
2416,女,40岁以上,生活|美食|科技|运动,生活家型
2417,女,31-40岁,生活|美食,生活家型
2418,女,25-30岁,音乐|运动,运动乐活型
2419,女,31-40岁,美食|生活|运动,生活家型
2420,女,18-24岁,学习|科技|搞笑|宠物,进步青年型
2421,男,25-30岁,科技|宠物|学习|搞笑,进步青年型
2422,男,18岁以下,生活|美食|运动|科技,生活家型
2423,男,25-30岁,音乐|美食|运动|游戏,运动乐活型
2424,女,40岁以上,学习|科技|宠物|搞笑,进步青年型
2425,男,40岁以上,运动|音乐|游戏,运动乐活型
2426,男,40岁以上,运动|音乐|美食|游戏,运动乐活型
2427,男,31-40岁,科技|学习|搞笑,进步青年型
2428,女,18-24岁,生活|科技|美食|运动,生活家型
2429,男,31-40岁,生活|运动|科技|美食,生活家型
2430,男,40岁以上,宠物|动漫|生活|学习,动漫二次元型
2431,女,18岁以下,学习|搞笑|科技|宠物,进步青年型
2432,女,25-30岁,美食|运动,生活家型
2433,女,18岁以下,搞笑|动漫|音乐|游戏,宅文化型
2434,男,18-24岁,游戏|搞笑|音乐|动漫,宅文化型
2435,男,18岁以下,搞笑|游戏,宅文化型
2436,女,31-40岁,音乐|运动|游戏,运动乐活型
2437,女,31-40岁,音乐|美食|游戏,运动乐活型
2438,女,31-40岁,运动|音乐|美食|游戏,运动乐活型
2439,男,40岁以上,搞笑|游戏,宅文化型
2440,女,31-40岁,科技|学习,进步青年型
2441,男,18岁以下,宠物|动漫,动漫二次元型
2442,男,18岁以下,动漫|宠物,动漫二次元型
2443,女,18-24岁,搞笑|动漫|音乐,宅文化型
2444,女,31-40岁,生活|科技|运动,生活家型
2445,男,31-40岁,动漫|宠物,动漫二次元型
2446,男,18岁以下,科技|宠物|搞笑,进步青年型
2447,女,18岁以下,生活|美食,生活家型
2448,女,31-40岁,游戏|动漫|音乐|搞笑,宅文化型
2449,女,18岁以下,学习|科技,进步青年型
2450,女,18-24岁,动漫|宠物|生活|学习,动漫二次元型
2451,男,18岁以下,学习|科技|搞笑|宠物,进步青年型
2452,男,25-30岁,音乐|游戏|美食|运动,运动乐活型
2453,女,18-24岁,学习|科技|宠物|搞笑,进步青年型
2454,男,18-24岁,学习|宠物,进步青年型
2455,男,25-30岁,学习|科技|宠物|搞笑,进步青年型
2456,女,25-30岁,运动|音乐|游戏|美食,运动乐活型
2457,女,18-24岁,学习|科技|宠物,进步青年型
2458,女,18-24岁,美食|生活|科技,生活家型
2459,男,40岁以上,音乐|运动|美食,运动乐活型
2460,男,18-24岁,运动|游戏|美食|音乐,运动乐活型
2461,男,31-40岁,学习|科技,进步青年型
2462,男,25-30岁,搞笑|音乐,宅文化型
2463,女,25-30岁,动漫|宠物,动漫二次元型
2464,男,18岁以下,宠物|生活,动漫二次元型
2465,男,40岁以上,搞笑|游戏,宅文化型
2466,男,31-40岁,宠物|生活,动漫二次元型
2467,男,40岁以上,美食|生活,生活家型
2468,女,40岁以上,游戏|搞笑|音乐,宅文化型
2469,女,18岁以下,科技|学习,进步青年型
2470,男,18岁以下,宠物|动漫,动漫二次元型
2471,女,18岁以下,美食|生活,生活家型
2472,男,31-40岁,搞笑|游戏|动漫|音乐,宅文化型
2473,女,40岁以上,学习|科技|搞笑,进步青年型
2474,女,18岁以下,搞笑|游戏|音乐|动漫,宅文化型
2475,男,40岁以上,运动|音乐|美食|游戏,运动乐活型
2476,女,31-40岁,宠物|动漫,动漫二次元型
2477,女,18岁以下,宠物|学习|生活,动漫二次元型
2478,男,40岁以上,学习|科技|宠物,进步青年型
2479,男,31-40岁,学习|科技|宠物|搞笑,进步青年型
2480,男,31-40岁,学习|搞笑,进步青年型
2481,女,25-30岁,生活|运动|科技|美食,生活家型
2482,男,18岁以下,宠物|动漫|生活|学习,动漫二次元型
2483,女,40岁以上,搞笑|游戏|音乐|动漫,宅文化型
2484,男,18岁以下,美食|运动|生活|科技,生活家型
2485,女,31-40岁,美食|生活|科技,生活家型
2486,男,18-24岁,游戏|搞笑|音乐|动漫,宅文化型
2487,男,31-40岁,美食|运动,生活家型
2488,女,40岁以上,宠物|学习|动漫,动漫二次元型
2489,男,25-30岁,科技|搞笑,进步青年型
2490,女,18岁以下,生活|美食|科技|运动,生活家型
2491,男,31-40岁,游戏|音乐|动漫|搞笑,宅文化型
2492,男,40岁以上,生活|科技|运动|美食,生活家型
2493,男,18岁以下,学习|搞笑,进步青年型
2494,男,25-30岁,游戏|搞笑|动漫,宅文化型
2495,女,40岁以上,搞笑|游戏,宅文化型
2496,男,25-30岁,动漫|生活|宠物,动漫二次元型
2497,女,25-30岁,科技|学习,进步青年型
2498,女,31-40岁,宠物|学习,动漫二次元型
2499,男,25-30岁,音乐|游戏|美食,运动乐活型
2500,男,18-24岁,宠物|学习|动漫|生活,动漫二次元型
2501,女,18-24岁,宠物|学习|动漫|生活,动漫二次元型
2502,女,31-40岁,美食|生活|运动|科技,生活家型
2503,男,18-24岁,运动|音乐|游戏,运动乐活型
2504,男,18岁以下,游戏|搞笑,宅文化型
2505,女,31-40岁,搞笑|游戏,宅文化型
2506,女,18-24岁,搞笑|游戏|音乐|动漫,宅文化型
2507,男,25-30岁,学习|科技|宠物,进步青年型
2508,女,25-30岁,搞笑|游戏|音乐,宅文化型
2509,男,31-40岁,科技|学习|宠物,进步青年型
2510,女,18-24岁,科技|搞笑,进步青年型
2511,男,18岁以下,动漫|宠物,动漫二次元型
2512,男,40岁以上,搞笑|游戏|动漫|音乐,宅文化型
2513,女,31-40岁,搞笑|游戏|音乐|动漫,宅文化型
2514,男,31-40岁,动漫|宠物,动漫二次元型
2515,男,40岁以上,动漫|生活|学习|宠物,动漫二次元型
2516,女,18-24岁,美食|运动|生活,生活家型
2517,男,25-30岁,学习|宠物|科技|搞笑,进步青年型
2518,男,18-24岁,学习|科技,进步青年型
2519,男,31-40岁,生活|美食,生活家型
2520,男,18-24岁,运动|音乐|美食|游戏,运动乐活型
2521,女,40岁以上,搞笑|游戏,宅文化型
2522,男,25-30岁,宠物|动漫|生活|学习,动漫二次元型
2523,男,18岁以下,美食|运动,生活家型
2524,女,18-24岁,动漫|宠物|生活|学习,动漫二次元型
2525,男,25-30岁,生活|美食|运动,生活家型
2526,女,18岁以下,游戏|搞笑,宅文化型
2527,女,31-40岁,运动|美食|游戏,运动乐活型
2528,男,40岁以上,搞笑|音乐,宅文化型
2529,女,40岁以上,游戏|搞笑|音乐,宅文化型
2530,女,25-30岁,科技|宠物|搞笑,进步青年型
2531,女,40岁以上,动漫|宠物,动漫二次元型
2532,女,25-30岁,美食|生活|运动,生活家型
2533,女,40岁以上,生活|美食|运动|科技,生活家型
2534,女,31-40岁,生活|运动|美食,生活家型
2535,男,18岁以下,科技|宠物|学习,进步青年型
2536,女,31-40岁,生活|美食|科技,生活家型
2537,女,31-40岁,学习|科技|宠物|搞笑,进步青年型
2538,男,31-40岁,动漫|宠物|学习|生活,动漫二次元型
2539,男,25-30岁,科技|学习|宠物,进步青年型
2540,女,31-40岁,运动|游戏,运动乐活型
2541,女,25-30岁,生活|美食|科技,生活家型
2542,男,18-24岁,音乐|运动|游戏|美食,运动乐活型
2543,女,40岁以上,运动|游戏|音乐,运动乐活型
2544,男,18-24岁,科技|学习|宠物|搞笑,进步青年型
2545,男,18岁以下,宠物|动漫|学习,动漫二次元型
2546,女,25-30岁,搞笑|动漫|音乐,宅文化型
2547,女,31-40岁,美食|生活|运动|科技,生活家型
2548,男,25-30岁,搞笑|音乐,宅文化型
2549,女,18-24岁,动漫|宠物|生活,动漫二次元型
2550,女,31-40岁,运动|游戏,运动乐活型
2551,男,25-30岁,科技|学习,进步青年型
2552,男,31-40岁,游戏|搞笑|动漫|音乐,宅文化型
2553,女,25-30岁,学习|宠物|科技|搞笑,进步青年型
2554,男,25-30岁,宠物|生活|动漫|学习,动漫二次元型
2555,女,40岁以上,运动|音乐|美食|游戏,运动乐活型
2556,男,31-40岁,科技|搞笑,进步青年型
2557,男,18岁以下,学习|科技,进步青年型
2558,女,31-40岁,美食|生活,生活家型
2559,男,18-24岁,音乐|美食|游戏,运动乐活型
2560,男,18岁以下,运动|音乐,运动乐活型
2561,女,40岁以上,运动|音乐|游戏|美食,运动乐活型
2562,男,40岁以上,学习|科技|宠物|搞笑,进步青年型
2563,女,18岁以下,搞笑|游戏|动漫,宅文化型
2564,女,31-40岁,宠物|生活,动漫二次元型
2565,女,31-40岁,宠物|动漫,动漫二次元型
2566,男,31-40岁,科技|学习,进步青年型
2567,男,25-30岁,生活|美食|运动|科技,生活家型
2568,男,31-40岁,美食|生活,生活家型
2569,男,40岁以上,美食|生活,生活家型
2570,男,25-30岁,音乐|运动|游戏|美食,运动乐活型
2571,女,18-24岁,音乐|运动,运动乐活型
2572,女,25-30岁,音乐|运动|游戏|美食,运动乐活型
2573,男,25-30岁,生活|美食|运动|科技,生活家型
2574,女,18-24岁,生活|美食|科技,生活家型
2575,男,40岁以上,学习|搞笑,进步青年型
2576,男,31-40岁,科技|学习,进步青年型
2577,女,25-30岁,动漫|宠物|学习|生活,动漫二次元型
2578,女,25-30岁,学习|搞笑,进步青年型
2579,男,40岁以上,运动|游戏|美食|音乐,运动乐活型
2580,男,25-30岁,动漫|宠物|生活|学习,动漫二次元型
2581,女,18岁以下,宠物|动漫,动漫二次元型
2582,男,40岁以上,音乐|运动|游戏,运动乐活型
2583,女,25-30岁,科技|宠物|搞笑,进步青年型
2584,男,18-24岁,动漫|宠物,动漫二次元型
2585,女,18岁以下,搞笑|音乐|动漫,宅文化型
